date,ticker,option_price,stock_price,delta,delta_raw,signal_side,option_qty,num_contracts,stock_position,dte,days_held,bars_held,daily_pnl,cumulative_pnl,option_pnl,stock_pnl
2015-01-21,BAC,0.375,15.41,0.480034,0.480034,1,44,44,-2112.1496,30,4,4,-1723.7925890900021,-1723.7925890900021,-1188.0,-532.5279960000022
2015-02-03,BP,1.17,41.1,-0.471844,0.471844,-1,-16,16,754.9504,45,1,1,0.0,0.0,-0.0,0.0
2015-02-06,BP,1.115,41.17,-0.468484,0.468484,-1,-16,16,749.5744,42,4,4,140.7358630400001,140.7358630400001,87.9999999999999,52.84652800000021
2015-02-13,BP,1.19,41.93,-0.502546,0.502546,-1,-16,16,804.0736,35,9,9,448.5339682719985,589.2698313119986,-119.99999999999993,569.6765439999984
2015-02-17,BP,1.025,41.78,-0.482557,0.482557,-1,-16,16,772.0912,31,10,10,142.72084766400118,731.9906789759998,264.00000000000006,-120.61103999999887
2015-02-18,BP,0.97,41.75,-0.472504,0.472504,-1,-16,16,756.0063999999999,30,11,11,64.50149379999903,796.4921727759988,87.9999999999999,-23.162736000000876
2015-03-17,ORCL,1.4049999999999998,42.87,0.493995,0.493995,1,16,16,-790.392,31,1,1,0.0,0.0,0.0,-0.0
2015-03-18,ORCL,0.865,44.13,0.520447,0.520447,1,16,16,-832.7152,30,2,2,-1860.8277814080036,-1860.8277814080036,-863.9999999999997,-995.8939200000041
2015-04-15,BAC,0.48,15.64,-0.568893,0.568893,-1,-3,3,170.6679,37,1,1,0.0,0.0,-0.0,0.0
2015-04-16,BAC,0.325,15.79,-0.435212,0.435212,-1,-3,3,130.5636,36,2,2,71.78356155149974,71.78356155149974,46.499999999999986,25.600184999999758
2015-04-17,BAC,0.405,15.56,-0.538758,0.538758,-1,-3,3,161.6274,35,3,3,-54.27130436399983,17.512257187499912,-24.000000000000007,-30.029627999999825
2015-04-20,BAC,0.395,15.57,-0.543693,0.543693,-1,-3,3,163.1079,32,4,4,4.604748307499968,22.11700549499988,3.0000000000000027,1.6162739999999656
2015-04-21,BAC,0.32,15.5,-0.508192,0.508192,-1,-3,3,152.4576,31,5,5,10.999907174999958,33.116912669999834,22.500000000000004,-11.417553000000046
2015-04-22,BAC,0.475,15.74,-0.601928,0.601928,-1,-3,3,180.57840000000002,30,6,6,-10.13148669599995,22.985425973999885,-46.499999999999986,36.589824000000036
2015-06-17,ORCL,1.115,44.91,-0.494075,0.494075,-1,-21,21,1037.5575,30,1,1,0.0,0.0,-0.0,0.0
2015-07-21,MSFT,1.315,47.28,-0.477916,0.477916,-1,-4,4,191.1664,38,1,1,0.0,0.0,-0.0,0.0
2015-07-22,MSFT,0.96,45.54,-0.503688,0.503688,-1,-4,4,201.47520000000003,37,2,2,-190.86426737600038,-190.86426737600038,142.0,-332.62953600000037
2015-08-04,DIS,2.675,121.69,-0.492314,0.492314,-1,-2,2,98.4628,31,1,1,0.0,0.0,-0.0,0.0
2015-10-16,GE,0.625,28.98,0.498226,0.498226,1,33,33,-1644.1458,35,1,1,0.0,0.0,0.0,-0.0
2015-12-16,ORCL,1.22,38.91,-0.498985,0.498985,-1,-25,25,1247.4624999999999,30,1,1,0.0,0.0,-0.0,0.0
2016-01-19,BAC,0.755,14.24,-0.583896,0.583896,-1,-47,47,2744.3111999999996,31,1,1,0.0,0.0,-0.0,0.0
2016-01-20,BAC,0.815,13.69,-0.569313,0.569313,-1,-47,47,2675.7710999999995,30,2,2,-1791.8403169845014,-1791.8403169845014,-281.9999999999998,-1509.3711600000017
2016-01-22,GE,0.9650000000000001,28.24,-0.540412,0.540412,-1,-31,31,1675.2772,56,1,1,0.0,0.0,-0.0,0.0
2016-01-25,GE,0.89,28.04,-0.518171,0.518171,-1,-31,31,1606.3301000000001,53,2,2,-103.52207834199855,-103.52207834199855,232.50000000000023,-335.0554399999988
2016-01-27,GE,0.855,28.0,-0.499695,0.499695,-1,-31,31,1549.0545,51,4,4,43.44493760000147,-60.077140741997084,108.5000000000001,-64.25320399999863
2016-01-28,GE,1.0,28.21,-0.555379,0.555379,-1,-31,31,1721.6748999999998,50,5,5,-126.63336574199874,-186.71050648399583,-449.50000000000006,325.3014450000013
2016-01-29,GE,0.7849999999999999,29.1,-0.513707,0.513707,-1,-31,31,1592.4917,49,6,6,2196.911045440001,2010.2005389560052,666.5000000000002,1532.2906610000007
2016-02-02,GE,0.925,28.24,-0.546132,0.546132,-1,-31,31,1693.0091999999997,45,8,8,-1804.9621691000052,205.23836985599996,-434.0000000000004,-1369.5428620000048
2016-02-04,GE,0.86,29.18,-0.534278,0.534278,-1,-31,31,1656.2618,43,10,10,1792.392503434002,1997.630873290002,201.50000000000017,1591.4286480000019
2016-02-08,GE,0.915,28.17,-0.526492,0.526492,-1,-31,31,1632.1251999999997,39,12,12,-1843.6643820109969,153.96649127900514,-170.50000000000017,-1672.8244179999967
2016-02-16,GE,0.635,28.86,-0.450174,0.450174,-1,-31,31,1395.5394,31,17,17,1990.752454905996,2144.718946185001,868.0000000000001,1126.166387999996
2016-02-23,HD,3.75,124.53,0.475865,0.475865,1,8,8,-380.692,52,1,1,0.0,0.0,0.0,-0.0
2016-03-15,HD,2.575,129.71,0.494948,0.494948,1,8,8,-395.95840000000004,31,16,16,-2912.9746623720025,-2912.9746623720025,-939.9999999999999,-1971.9845600000026
2016-04-13,JPM,1.295,61.79,-0.489674,0.489674,-1,-1,1,48.9674,30,1,1,0.0,0.0,-0.0,0.0
2016-07-18,BAC,0.595,14.11,0.550767,0.550767,1,62,62,-3414.7554,60,1,1,0.0,0.0,0.0,-0.0
2016-08-02,BAC,0.535,14.13,0.556147,0.556147,1,62,62,-3448.1114,45,12,12,-440.5307681400042,-440.5307681400042,-371.99999999999966,-68.2951080000046
2016-09-29,PEP,1.6749999999999998,107.76,-0.487246,0.487246,-1,-5,5,243.62300000000002,36,1,1,0.0,0.0,-0.0,0.0
2016-09-30,PEP,1.62,108.77,-0.492441,0.492441,-1,-5,5,246.22050000000002,35,2,2,273.4179649624977,273.4179649624977,27.499999999999858,246.0592299999978
2016-10-03,PEP,1.82,108.25,-0.537341,0.537341,-1,-5,5,268.6705,32,3,3,-229.249766249999,44.16819871249871,-99.99999999999999,-128.03465999999904
2016-10-04,PEP,1.725,107.1,-0.516646,0.516646,-1,-5,5,258.32300000000004,31,4,4,-262.0251836250015,-217.85698491250278,47.499999999999986,-308.9710750000015
2016-10-17,BAC,0.545,16.05,0.533827,0.533827,1,14,14,-747.3578000000001,32,1,1,0.0,0.0,0.0,-0.0
2016-10-17,IBM,3.925,154.77,-0.49877,0.49877,-1,-6,6,299.262,32,1,1,0.0,0.0,-0.0,0.0
2016-10-18,IBM,3.025,150.72,-0.549079,0.549079,-1,-6,6,329.4474,31,2,2,-674.2858717440034,-674.2858717440034,539.9999999999999,-1212.0111000000034
2017-01-20,PG,1.505,87.45,0.499272,0.499272,1,11,11,-549.1992,56,1,1,0.0,0.0,0.0,-0.0
2017-01-31,PG,1.5550000000000002,87.6,0.500963,0.500963,1,11,11,-551.0593000000001,45,8,8,-27.461352379995034,-27.461352379995034,55.00000000000029,-82.37987999999532
2017-02-01,PG,1.43,87.33,0.497077,0.497077,1,11,11,-546.7847,44,9,9,11.099360590997613,-16.361991788997422,-137.50000000000023,148.78601099999784
2017-02-03,PG,1.4049999999999998,87.41,0.50806,0.50806,1,11,11,-558.866,42,11,11,-71.77078921649921,-88.13278100549664,-27.500000000000146,-43.74277599999907
2017-02-06,PG,1.315,87.4,0.506501,0.506501,1,11,11,-557.1511,39,12,12,-93.48628113000493,-181.61906213550157,-98.99999999999984,5.588659999994917
2017-02-15,PEP,1.105,106.73,0.421791,0.421791,1,1,1,-42.179100000000005,37,1,1,0.0,0.0,0.0,-0.0
2017-02-16,PEP,1.295,108.12,0.468983,0.468983,1,1,1,-46.8983,36,2,2,-39.88406895200004,-39.88406895200004,18.999999999999993,-58.628949000000034
2017-02-21,HD,2.84,145.02,0.464897,0.464897,1,7,7,-325.4279,59,1,1,0.0,0.0,0.0,-0.0
2017-02-22,HD,3.02,145.25,0.480565,0.480565,1,7,7,-336.3955,58,2,2,50.35506105000343,50.35506105000343,126.0000000000001,-74.84841699999667
2017-02-23,HD,2.745,144.71,0.458822,0.458822,1,7,7,-321.1754,57,3,3,-11.947680335502614,38.40738071450082,-192.49999999999994,181.65356999999733
2017-02-27,HD,3.025,145.3,0.488449,0.488449,1,7,7,-341.9143,53,5,5,4.999832914998758,43.40721362949957,195.99999999999986,-189.4934860000011
2017-02-28,HD,2.835,144.91,0.47039,0.47039,1,7,7,-329.27299999999997,52,6,6,-0.56934839149489,42.83786523800468,-132.99999999999994,133.34657700000506
2017-03-17,HD,2.125,149.6,0.463129,0.463129,1,7,7,-324.1903,35,19,19,-2041.670555959999,-1998.8326907219944,-497.0,-1544.290369999999
2017-04-20,PM,2.7199999999999998,109.98,0.519095,0.519095,1,8,8,-415.27599999999995,57,1,1,0.0,0.0,0.0,-0.0
2017-04-21,PM,2.4299999999999997,109.62,0.499273,0.499273,1,8,8,-399.4184,56,2,2,-83.36979505600029,-83.36979505600029,-232.00000000000003,149.49935999999974
2017-04-27,PM,2.465,110.19,0.530854,0.530854,1,8,8,-424.68320000000006,50,6,6,-201.06045215599718,-284.4302472119975,28.000000000000114,-227.6684879999973
2017-07-18,IBM,3.4749999999999996,154.0,0.469782,0.469782,1,6,6,-281.8692,31,1,1,0.0,0.0,0.0,-0.0
2017-10-19,PM,2.21,108.15,0.417105,0.417105,1,2,2,-83.421,57,1,1,0.0,0.0,0.0,-0.0
2017-10-20,PM,2.56,109.52,0.48607,0.48607,1,2,2,-97.214,56,2,2,-45.042074679999196,-45.042074679999196,70.00000000000001,-114.28676999999921
2017-10-26,MSFT,1.8900000000000001,78.76,0.48659,0.48659,1,4,4,-194.636,36,1,1,0.0,0.0,0.0,-0.0
2017-10-27,MSFT,1.25,83.81,0.47887,0.47887,1,4,4,-191.548,35,2,2,-1239.0412026399995,-1239.0412026399995,-256.00000000000006,-982.9117999999994
2018-01-31,MSFT,3.7249999999999996,95.01,0.510277,0.510277,1,9,9,-459.24929999999995,44,1,1,0.0,0.0,0.0,-0.0
2018-02-08,MSFT,3.45,85.01,0.506905,0.506905,1,9,9,-456.2145,36,7,7,4344.864005826001,4344.864005826001,-247.49999999999952,4592.4929999999995
2018-02-13,MSFT,2.36,89.83,0.484002,0.484002,1,9,9,-435.6017999999999,31,10,10,-3180.879709420497,1163.9842964055038,-981.0000000000002,-2198.953889999997
2018-04-26,INTC,2.27,53.05,0.509988,0.509988,1,1,1,-50.9988,36,1,1,0.0,0.0,0.0,-0.0
2018-05-01,INTC,1.5550000000000002,53.33,0.47893,0.47893,1,1,1,-47.89300000000001,31,4,4,-85.86248015700004,-85.86248015700004,-71.49999999999999,-14.279664000000059
2018-05-15,HD,4.375,187.98,0.527579,0.527579,1,1,1,-52.7579,38,1,1,0.0,0.0,0.0,-0.0
2018-05-16,HD,3.2249999999999996,186.38,0.455449,0.455449,1,1,1,-45.5449,37,2,2,-31.25953947000033,-31.25953947000033,-115.00000000000003,84.4126399999997
2018-05-18,HD,3.55,187.42,0.488239,0.488239,1,1,1,-48.823899999999995,35,4,4,-15.17397108999962,-46.43351055999995,32.500000000000014,-47.366695999999635
2018-06-19,ORCL,1.4,46.27,0.497811,0.497811,1,3,3,-149.3433,31,1,1,0.0,0.0,0.0,-0.0
2018-06-20,ORCL,0.79,42.82,0.486656,0.486656,1,3,3,-145.99679999999998,30,2,2,332.1627364350005,332.1627364350005,-182.99999999999994,515.2343850000004
2018-07-24,T,0.97,31.68,0.558271,0.558271,1,2,2,-111.65419999999999,38,1,1,0.0,0.0,0.0,-0.0
2018-07-26,T,0.645,30.35,0.491478,0.491478,1,2,2,-98.29560000000001,36,3,3,83.2973692449998,83.2973692449998,-64.99999999999999,148.50008599999978
2018-10-12,C,2.1950000000000003,69.84,0.502026,0.502026,1,13,13,-652.6338,35,1,1,0.0,0.0,0.0,-0.0
2018-10-17,C,1.57,69.84,0.489815,0.489815,1,13,13,-636.7595,30,4,4,-813.0543305560002,-813.0543305560002,-812.5000000000002,-0.0
2018-10-23,MCD,3.675,177.15,0.505288,0.505288,1,1,1,-50.5288,31,1,1,0.0,0.0,0.0,-0.0
2018-10-24,MCD,4.25,177.35,0.517377,0.517377,1,1,1,-51.7377,30,2,2,47.28704079250059,47.28704079250059,57.500000000000014,-10.105759999999425
2019-01-23,CMCSA,1.0,36.89,0.503332,0.503332,1,15,15,-754.9979999999999,30,1,1,0.0,0.0,0.0,-0.0
2019-04-23,KO,1.03,48.21,0.561431,0.561431,1,17,17,-954.4327000000001,59,1,1,0.0,0.0,0.0,-0.0
2019-04-24,KO,0.9299999999999999,47.98,0.534198,0.534198,1,17,17,-908.1365999999999,58,2,2,48.40887756100366,48.40887756100366,-170.00000000000014,219.5195210000038
2019-04-25,KO,0.855,47.84,0.508394,0.508394,1,17,17,-864.2698,57,3,3,-1.4101698560058715,46.99870770499779,-127.49999999999993,127.13912399999406
2019-04-26,KO,1.03,48.26,0.585403,0.585403,1,17,17,-995.1851,56,4,4,-68.65230218899528,-21.653594483997487,297.50000000000006,-362.99331599999533
2019-04-29,KO,1.09,48.42,0.607324,0.607324,1,17,17,-1032.4508,53,5,5,-58.1318185970036,-79.78541308100108,102.00000000000009,-159.2296160000037
2019-04-30,KO,0.875,49.06,0.540695,0.540695,1,17,17,-919.1815000000001,52,6,6,-1029.0470079290008,-1108.8324210100018,-365.5000000000001,-660.7685120000007
2019-05-21,HD,3.1500000000000004,191.45,-0.468706,0.468706,-1,-3,3,140.61180000000002,31,1,1,0.0,0.0,-0.0,0.0
2019-05-22,HD,3.05,188.91,-0.461739,0.461739,-1,-3,3,138.5217,30,2,2,-327.35139239549875,-327.35139239549875,30.00000000000016,-357.15397199999893
2019-07-23,KO,1.15,54.33,0.583482,0.583482,1,1,1,-58.34819999999999,31,1,1,0.0,0.0,0.0,-0.0
2019-07-24,KO,0.72,53.78,0.477561,0.477561,1,1,1,-47.756099999999996,30,2,2,-11.193311569000164,-11.193311569000164,-42.99999999999999,32.09150999999983
2019-10-17,PM,2.055,79.85,0.512736,0.512736,1,4,4,-205.09439999999998,36,1,1,0.0,0.0,0.0,-0.0
2019-10-21,PM,1.96,81.8,0.505332,0.505332,1,4,4,-202.1328,32,3,3,-438.0552094400006,-438.0552094400006,-38.00000000000008,-399.93408000000056
2019-10-23,BA,14.975,340.5,-0.514639,0.514639,-1,-2,2,102.92779999999999,58,1,1,0.0,0.0,-0.0,0.0
2019-10-24,BA,13.850000000000001,344.55,-0.502607,0.502607,-1,-2,2,100.5214,57,2,2,641.4430274400007,641.4430274400007,224.99999999999966,416.85759000000115
2019-10-25,BA,13.8,339.83,-0.5052,0.5052,-1,-2,2,101.03999999999999,56,3,3,-464.5491259190026,176.8939015209981,10.000000000000142,-474.4610080000027
2019-10-28,BA,14.175,340.88,-0.515505,0.515505,-1,-2,2,103.101,53,4,4,30.740723160001135,207.63462468099922,-75.0,106.09200000000114
2019-10-29,BA,13.149999999999999,348.93,-0.491959,0.491959,-1,-2,2,98.39179999999999,52,5,5,1034.1414594220016,1241.7760841030008,205.00000000000043,829.9630500000012
2019-10-30,BA,14.225000000000001,346.06,-0.516617,0.516617,-1,-2,2,103.32339999999999,51,6,6,-498.237780748001,743.5383033549998,-215.00000000000057,-282.38446600000043
2019-10-31,BA,13.2,339.91,-0.50174,0.50174,-1,-2,2,100.34799999999998,50,7,7,-430.9445941069971,312.5937092480027,205.00000000000043,-635.4389099999976
2019-11-01,BA,12.575,345.19,-0.496456,0.496456,-1,-2,2,99.29119999999999,49,8,8,654.6550416039971,967.2487508519998,125.0,529.8374399999972
2019-11-04,BA,12.850000000000001,351.09,-0.512459,0.512459,-1,-2,2,102.49179999999998,46,9,9,530.2562306729973,1497.5049815249972,-55.000000000000426,585.8180799999977
2019-11-06,BA,11.725000000000001,354.19,-0.484878,0.484878,-1,-2,2,96.97559999999999,44,11,11,541.7476885610023,2039.2526700859994,225.0,317.7245800000023
2019-11-08,BA,13.625,351.0,-0.539899,0.539899,-1,-2,2,107.9798,42,13,13,-691.2834010999994,1347.9692689859999,-379.9999999999997,-309.35216399999973
2020-01-23,PG,2.915,124.99,0.526742,0.526742,1,7,7,-368.71940000000006,57,1,1,0.0,0.0,0.0,-0.0
2020-01-24,PG,3.0999999999999996,125.14,0.537376,0.537376,1,7,7,-376.1632,56,2,2,73.72633143399763,73.72633143399763,129.49999999999972,-55.3079100000021
2020-01-29,PG,3.05,125.06,0.531266,0.531266,1,7,7,-371.88620000000003,51,5,5,-5.174384810000508,68.55194662399713,-34.99999999999987,30.09305599999936
2020-01-31,PG,2.915,124.62,0.506487,0.506487,1,7,7,-354.5409,49,7,7,68.0491423569993,136.60108898099642,-94.49999999999986,163.62992799999915
2020-02-03,PG,2.98,125.11,0.53094,0.53094,1,7,7,-371.65799999999996,46,8,8,-129.29580119049822,7.305287790498198,45.499999999999964,-173.72504099999819
2020-02-11,PG,2.085,124.16,0.465162,0.465162,1,7,7,-325.6134,38,14,14,-276.283348767999,-268.9780609775008,-626.5,353.07510000000104
2020-04-20,IBM,8.2,120.41,0.516183,0.516183,1,7,7,-361.3281,60,1,1,0.0,0.0,0.0,-0.0
2020-04-24,IBM,5.85,124.72,0.481187,0.481187,1,7,7,-336.83090000000004,56,5,5,-3203.851756392001,-3203.851756392001,-1644.9999999999998,-1557.3241110000008
2020-04-28,PFE,1.32,37.91,0.471113,0.471113,1,26,26,-1224.8938,52,1,1,0.0,0.0,0.0,-0.0
2020-04-29,PFE,1.365,38.12,0.49164,0.49164,1,26,26,-1278.2640000000001,51,2,2,-141.24493401200124,-141.24493401200124,116.99999999999982,-257.22769800000106
2020-05-07,PFE,1.39,36.96,0.512543,0.512543,1,26,26,-1332.6118,43,8,8,1546.7818926559955,1405.5369586439942,64.99999999999977,1482.7862399999958
2020-05-08,PFE,1.41,37.22,0.545949,0.545949,1,26,26,-1419.4674,42,9,9,-296.09545071599723,1109.441507927997,52.00000000000004,-346.4790679999973
2020-05-11,PFE,1.3250000000000002,38.1,0.530316,0.530316,1,26,26,-1378.8216,39,10,10,-1470.905614490003,-361.464106562006,-220.99999999999935,-1249.1313120000036
2020-07-16,BAC,1.1949999999999998,23.93,0.512053,0.512053,1,39,39,-1997.0067000000001,36,1,1,0.0,0.0,0.0,-0.0
2020-07-17,BAC,1.23,23.22,0.555918,0.555918,1,39,39,-2168.0802000000003,35,2,2,1552.3885936650024,1552.3885936650024,136.50000000000057,1417.8747570000019
2020-07-22,BAC,0.96,24.31,0.491274,0.491274,1,39,39,-1915.9686000000002,30,5,5,-3419.271834498,-1866.8832408329974,-1053.0,-2363.207418
2020-07-28,MCD,6.85,196.24,-0.536199,0.536199,-1,-4,4,214.4796,52,1,1,0.0,0.0,-0.0,0.0
2020-07-29,MCD,6.800000000000001,196.21,-0.533348,0.533348,-1,-4,4,213.33920000000003,51,2,2,13.453733057999333,13.453733057999333,19.999999999999574,-6.434388000000244
2020-07-30,MCD,6.675,195.41,-0.519698,0.519698,-1,-4,4,207.87920000000003,50,3,3,-121.20482930000212,-107.75109624200279,50.000000000000355,-170.67136000000247
2020-07-31,MCD,5.6,194.28,-0.482911,0.482911,-1,-4,4,193.16440000000003,49,4,4,193.66710832800098,85.91601208599819,430.00000000000006,-234.90349599999908
2020-08-03,MCD,5.725,194.4,-0.489775,0.489775,-1,-4,4,195.91000000000005,46,5,5,-27.08714431999912,58.82886776599907,-50.0,23.179728000000882
2020-08-04,MCD,5.675,199.36,-0.487936,0.487936,-1,-4,4,195.17440000000005,45,6,6,991.6402753920017,1050.4691431580009,19.99999999999993,971.7136000000019
2020-08-05,MCD,5.275,199.26,-0.484316,0.484316,-1,-4,4,193.72640000000007,44,7,7,140.33829575999533,1190.8074389179963,159.99999999999977,-19.51744000000444
2020-08-18,MCD,4.025,210.32,-0.495768,0.495768,-1,-4,4,198.30720000000005,31,16,16,2642.132267072001,3832.9397059899975,500.0,2142.613984000001
2020-08-19,MCD,3.75,209.51,-0.466294,0.466294,-1,-4,4,186.51760000000004,30,17,17,-51.863851548000355,3781.0758544419973,110.00000000000014,-160.6288320000005
2020-10-27,PFE,1.5550000000000002,37.43,0.487197,0.487197,1,5,5,-243.59849999999997,31,1,1,0.0,0.0,0.0,-0.0
2020-10-28,PFE,1.5899999999999999,35.45,0.487368,0.487368,1,5,5,-243.684,30,2,2,499.823514512499,499.823514512499,17.49999999999985,482.3250299999992
2021-01-28,MA,15.875,324.28,-0.518568,0.518568,-1,-1,1,51.8568,50,1,1,0.0,0.0,-0.0,0.0
2021-01-29,MA,17.225,316.29,-0.539171,0.539171,-1,-1,1,53.91709999999999,49,2,2,-549.6616581434977,-549.6616581434977,-135.00000000000014,-414.33583199999754
2021-02-02,PFE,1.3599999999999999,34.99,0.51904,0.51904,1,26,26,-1349.504,45,1,1,0.0,0.0,0.0,-0.0
2021-02-03,PFE,1.2,34.84,0.499142,0.499142,1,26,26,-1297.7692,44,2,2,-214.47562021600174,-214.47562021600174,-415.99999999999983,202.42559999999807
2021-02-04,PFE,1.115,34.89,0.502566,0.502566,1,26,26,-1306.6716,43,3,3,-286.04376236799624,-500.519382583998,-220.99999999999991,-64.88845999999631
2021-02-11,DIS,10.675,190.91,0.539993,0.539993,1,4,4,-215.99719999999996,36,1,1,0.0,0.0,0.0,-0.0
2021-02-11,PEP,3.3,134.97,0.500501,0.500501,1,6,6,-300.30060000000003,36,1,1,0.0,0.0,0.0,-0.0
2021-03-23,ADBE,24.425,460.2,0.528169,0.528169,1,1,1,-52.8169,59,1,1,0.0,0.0,0.0,-0.0
2021-03-25,ADBE,22.2,450.99,0.532026,0.532026,1,1,1,-53.2026,57,3,3,263.8566755784988,263.8566755784988,-222.50000000000014,486.4436489999989
2021-03-26,ADBE,20.875,469.09,0.516642,0.516642,1,1,1,-51.6642,56,4,4,-1095.8278840279982,-831.9712084494993,-132.49999999999994,-962.9670599999981
2021-04-22,T,0.59,31.36,0.477385,0.477385,1,32,32,-1527.632,36,1,1,0.0,0.0,0.0,-0.0
2021-04-23,T,0.5800000000000001,31.4,0.48553,0.48553,1,32,32,-1553.6960000000001,35,2,2,-93.51448479999837,-93.51448479999837,-31.999999999999673,-61.1052799999987
2021-06-17,ADBE,18.575,551.36,0.520869,0.520869,1,1,1,-52.0869,36,1,1,0.0,0.0,0.0,-0.0
2021-06-18,ADBE,20.575000000000003,565.59,0.522944,0.522944,1,1,1,-52.294399999999996,35,2,2,-541.2552669625006,-541.2552669625006,200.00000000000034,-741.1965870000009
2021-07-14,BAC,1.17,38.86,0.498366,0.498366,1,24,24,-1196.0783999999999,37,1,1,0.0,0.0,0.0,-0.0
2021-07-15,BAC,1.11,38.83,0.493083,0.493083,1,24,24,-1183.3991999999998,36,2,2,-108.36381466799824,-108.36381466799824,-143.9999999999996,35.882352000001354
2021-07-16,BAC,1.17,37.92,0.501942,0.501942,1,24,24,-1204.6607999999999,35,3,3,1220.4901520639953,1112.126337395997,143.9999999999996,1076.8932719999957
2021-07-19,BAC,1.31,36.93,0.510223,0.510223,1,24,24,-1224.5351999999998,32,4,4,1528.2472112040025,2640.3735485999996,336.0000000000003,1192.6141920000023
2021-07-20,BAC,1.2850000000000001,37.69,0.54158,0.54158,1,24,24,-1299.7919999999997,31,5,5,-992.0649663959972,1648.3085822040025,-59.99999999999979,-930.6467519999974
2021-07-21,BAC,1.1,38.46,0.509251,0.509251,1,24,24,-1222.2024,30,6,6,-1446.331888008004,201.97669419599856,-444.00000000000017,-1000.8398400000038
2021-08-12,DIS,5.8,179.29,-0.499148,0.499148,-1,-5,5,249.574,36,1,1,0.0,0.0,-0.0,0.0
2021-08-13,DIS,5.475,181.08,-0.547481,0.547481,-1,-5,5,273.7405,35,2,2,607.0494250900051,607.0494250900051,162.50000000000006,446.7374600000051
2021-08-17,DIS,5.074999999999999,175.83,-0.539516,0.539516,-1,-5,5,269.758,31,4,4,-1237.4877464874999,-630.4383213974947,200.00000000000017,-1437.137625
2021-08-25,CRM,13.7,260.85,0.536097,0.536097,1,3,3,-160.8291,51,1,1,0.0,0.0,0.0,-0.0
2021-08-26,CRM,9.65,267.79,0.487071,0.487071,1,3,3,-146.1213,50,2,2,-2333.1232548809994,-2333.1232548809994,-1214.9999999999995,-1116.1539539999997
2021-09-23,ACN,8.95,343.0,0.469189,0.469189,1,2,2,-93.8378,57,1,1,0.0,0.0,0.0,-0.0
2021-09-24,ACN,8.75,339.23,0.483789,0.483789,1,2,2,-96.7578,56,2,2,313.2732301999984,313.2732301999984,-39.99999999999986,353.7685059999983
2021-09-27,ACN,9.0,334.51,0.491544,0.491544,1,2,2,-98.30879999999999,53,3,3,506.4374034950026,819.710633695001,50.0,456.6968160000026
2021-09-28,ACN,9.75,324.21,0.489901,0.489901,1,2,2,-97.9802,52,4,4,1162.527372297001,1982.238005992002,150.0,1012.580640000001
2021-09-29,ACN,9.0,323.53,0.475885,0.475885,1,2,2,-95.177,51,5,5,-83.82692364799934,1898.4110823440026,-150.0,66.62653600000067
2021-09-30,ACN,10.15,319.92,0.50092,0.50092,1,2,2,-100.18400000000001,50,6,6,572.7880502799959,2471.1991326239986,230.00000000000006,343.5889699999959
2021-10-01,ACN,9.35,324.86,0.497222,0.497222,1,2,2,-99.4444,49,7,7,-655.029093228,1816.1700393959986,-160.00000000000014,-494.9089599999998
2021-10-04,ACN,9.7,319.49,0.491332,0.491332,1,2,2,-98.2664,46,8,8,603.8282483900003,2419.998287785999,69.99999999999993,534.0164280000005
2021-10-05,ACN,9.3,325.12,0.500435,0.500435,1,2,2,-100.087,45,9,9,-633.5357887359993,1786.4624990499997,-79.99999999999972,-553.2398319999995
2021-10-06,ACN,9.2,325.19,0.501107,0.501107,1,2,2,-100.2214,44,10,10,-27.0279427679996,1759.4345562820001,-20.000000000000284,-7.006089999999317
2021-10-07,ACN,8.85,326.25,0.514582,0.514582,1,2,2,-102.91640000000001,43,11,11,-176.67430587500016,1582.760250407,-69.99999999999993,-106.23468400000023
2021-10-08,ACN,8.15,325.19,0.497873,0.497873,1,2,2,-99.57460000000002,42,12,12,-31.451975970999612,1551.3082744360004,-139.99999999999986,109.09138400000025
2021-10-11,ACN,8.55,326.5,0.521953,0.521953,1,2,2,-104.39060000000002,39,13,13,-51.22893800000018,1500.0793364360002,80.00000000000007,-130.44272600000025
2021-10-12,ACN,6.6,327.69,0.447565,0.447565,1,2,2,-89.51300000000002,38,14,14,-516.662434372,983.4169020640002,-390.0000000000002,-124.22481399999978
2021-10-13,ACN,7.85,330.18,0.515858,0.515858,1,2,2,-103.17160000000003,37,15,15,24.85773172599914,1008.2746337899993,250.0,-222.88737000000086
2021-10-14,ACN,6.6,339.04,0.488056,0.488056,1,2,2,-97.61120000000001,36,16,16,-1165.0429750080016,-156.76834121800232,-250.0,-914.1003760000017
2021-10-15,ACN,7.5,341.82,0.548321,0.548321,1,2,2,-109.66420000000001,35,17,17,-93.4191142299973,-250.18745544799964,180.00000000000006,-271.35913599999736
2021-10-19,NFLX,24.625,639.0,-0.508567,0.508567,-1,-1,1,50.8567,31,1,1,0.0,0.0,-0.0,0.0
2021-10-20,NFLX,17.925,625.14,-0.514137,0.514137,-1,-1,1,51.41369999999999,30,2,2,-35.04796349000071,-35.04796349000071,669.9999999999999,-704.8738620000006
2021-12-09,ORCL,3.575,88.77,-0.508987,0.508987,-1,-1,1,50.8987,36,1,1,0.0,0.0,-0.0,0.0
2021-12-10,ORCL,3.17,102.63,-0.497668,0.497668,-1,-1,1,49.7668,35,2,2,745.8978985514999,745.8978985514999,40.50000000000003,705.455982
