action,date,ticker,signal_date,option_price,stock_price,delta,delta_raw,signal_side,option_qty,stock_position,num_contracts,strike,expiry,dte,entry_cost,rank,prediction,target_weight,target_delta_exposure,per_contract_delta_exposure,exit_reason,days_held,bars_held,realized_pnl,exit_cost
enter,2014-04-29,MRK,2014-04-28,1.6099999999999999,58.72,0.536067,0.536067,1,3,-160.8201,3,58.5,2014-05-30,31.0,486.0,4.0,0.0029725116,0.12521513499439202,11950.504415399155,3147.7854239999997,,,,,
exit,2014-05-01,MRK,,1.53,58.56,,,1,3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-15.789483936000483,16.747275936
enter,2014-07-16,BAC,2014-07-15,0.385,15.51,0.506037,0.506037,1,7,-354.22589999999997,7,15.5,2014-08-22,37.0,276.5,4.0,0.0043894965,1.0,47719.967403008224,784.863387,,,,,
exit,2014-07-18,BAC,,0.38,15.49,,,1,7,,7,,,,,,,,,,hpr_limit_exit,3.0,3.0,-11.474912543500155,15.0660385435
enter,2014-07-22,MSFT,2014-07-21,1.3450000000000002,44.83,-0.482346,0.482346,-1,-15,723.519,15,45.0,2014-09-20,60.0,2032.5000000000005,29.0,-0.0043522585,-0.34233389898611016,32672.4476237246,2162.357118,,,,,
exit,2014-07-24,MSFT,,1.045,44.87,,,-1,-15,,15,,,,,,,,,,hpr_limit_exit,3.0,3.0,416.1588971849999,62.32706281499999
enter,2014-07-29,AMGN,2014-07-28,3.2249999999999996,123.31,-0.507489,0.507489,-1,-5,253.7445,5,123.0,2014-09-05,38.0,1617.4999999999998,26.0,-0.0027248934,-0.3863242052180733,36889.38812600509,6257.846859,,,,,
exit,2014-07-31,AMGN,,3.3,127.39,,,-1,-5,,5,,,,,,,,,,hpr_limit_exit,3.0,3.0,950.3928187599994,54.26974124
enter,2014-10-14,JNJ,2014-10-13,2.09,97.01,0.463239,0.463239,1,1,-46.3239,1,97.5,2014-11-22,39.0,210.0,6.0,0.002315741,0.357974273687386,34218.019305560054,4493.881539,,,,,
exit,2014-10-16,JNJ,,2.09,97.01,,,1,1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-7.4269407695,7.4269407695
enter,2014-10-23,MSFT,2014-10-22,1.11,45.02,0.514382,0.514382,1,20,-1028.7640000000001,20,45.0,2014-11-22,30.0,2240.0000000000005,5.0,0.0030170754,0.5202590366732355,47793.96428839769,2315.747764,,,,,
enter,2014-10-23,CMCSA,2014-10-22,1.295,53.22,-0.536788,0.536788,-1,-2,107.3576,2,53.0,2014-11-22,30.0,261.0,27.0,-0.0026983581,-0.47974096332676464,45857.44493784179,2856.7857360000003,,,,,
exit,2014-10-27,MSFT,,1.11,45.02,,,1,20,,20,,,,,,,,,,hpr_limit_exit,3.0,3.0,-87.55747764000002,87.55747764000002
exit,2014-10-27,CMCSA,,1.295,53.22,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-10.036785736,10.036785736
enter,2014-11-05,TM,2014-11-04,3.75,121.37,-0.582855,0.582855,-1,-6,349.71299999999997,6,120.0,2014-12-20,45.0,2256.0,25.0,-0.0021902248,-1.0,47793.96428839769,7074.111135,,,,,
exit,2014-11-07,TM,,2.135,118.67,,,-1,-6,,6,,,,,,,,,,hpr_limit_exit,3.0,3.0,230.79598281599965,46.813937184
enter,2015-01-15,BAC,2015-01-14,0.645,15.2,0.576329,0.576329,1,43,-2478.2147,43,15.0,2015-02-20,36.0,2816.5,3.0,0.004051164,0.39830141479372067,38075.791990620586,876.0200799999999,,,,,
exit,2015-01-20,BAC,,0.645,15.2,,,1,43,,43,,,,,,,,,,hpr_limit_exit,3.0,3.0,-117.30443172,117.30443172
enter,2015-02-03,BP,2015-02-02,1.17,41.1,-0.471844,0.471844,-1,-16,754.9504,16,41.0,2015-03-20,45.0,1888.0,26.0,-0.001843039,-1.0,47797.711201126345,1939.27884,,,,,
exit,2015-02-05,BP,,1.17,41.1,,,-1,-16,,16,,,,,,,,,,hpr_limit_exit,3.0,3.0,-68.95423072,68.95423072
enter,2015-02-11,PEP,2015-02-10,1.755,100.4,-0.535082,0.535082,-1,-8,428.06559999999996,8,100.0,2015-03-20,37.0,1412.0,28.0,-0.0031714812,-1.0,47797.711201126345,5372.22328,,,,,
exit,2015-02-13,PEP,,1.58,100.27,,,-1,-8,,8,,,,,,,,,,hpr_limit_exit,3.0,3.0,33.1508484879959,53.755695512
enter,2015-02-24,HD,2015-02-23,1.9500000000000002,116.75,-0.47213,0.47213,-1,-1,47.213,1,117.0,2015-03-27,31.0,196.00000000000003,30.0,-0.007858339,-1.0,47801.879506059144,5512.11775,,,,,
exit,2015-02-25,HD,,2.17,116.31,,,-1,-1,,1,,,,,,,,,,stop_loss,2.0,2.0,-52.96738471299985,8.331760713
enter,2015-03-17,ORCL,2015-03-16,1.4049999999999998,42.87,0.493995,0.493995,1,16,-790.392,16,43.0,2015-04-17,31.0,2263.9999999999995,4.0,0.002890313,1.0,47799.72851562424,2117.756565,,,,,
exit,2015-03-18,ORCL,,0.865,44.13,,,1,16,,16,,,,,,,,,,stop_loss,2.0,2.0,-1975.2750128880036,62.053860888
enter,2015-04-15,BAC,2015-04-14,0.48,15.64,-0.568893,0.568893,-1,-3,170.6679,3,15.5,2015-05-22,37.0,147.0,29.0,-0.010494661,-1.0,47706.68712655385,889.748652,,,,,
exit,2015-04-17,BAC,,0.405,15.56,,,-1,-3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,2.8823468279999744,6.687461172000001
enter,2015-04-23,AMZN,2015-04-22,21.2,389.99,0.5281,0.5281,1,2,-105.62,2,390.0,2015-06-19,57.0,4242.0,2.0,0.0140478965,1.0,47707.562739413224,20595.371900000002,,,,,
exit,2015-04-27,AMZN,,14.975000000000001,438.56,,,1,2,,2,,,,,,,,,,stop_loss,3.0,3.0,-6226.85978448,84.01241448000002
enter,2015-04-30,GILD,2015-04-29,4.550000000000001,100.51,0.538372,0.538372,1,8,-430.69759999999997,8,100.0,2015-06-19,50.0,3648.0000000000005,6.0,0.0040379055,1.0,47388.762172457224,5411.176972,,,,,
exit,2015-05-01,GILD,,3.7,105.01,,,1,8,,8,,,,,,,,,,stop_loss,2.0,2.0,-2631.889723948,88.93652394800002
enter,2015-06-17,ORCL,2015-06-16,1.115,44.91,-0.494075,0.494075,-1,-21,1037.5575,21,45.0,2015-07-17,30.0,2362.5,28.0,-0.0012872629,-1.0,47257.811349780226,2218.890825,,,,,
exit,2015-06-19,ORCL,,1.115,44.91,,,-1,-21,,21,,,,,,,,,,hpr_limit_exit,3.0,3.0,-91.12835366249999,91.12835366249999
enter,2015-07-14,JNJ,2015-07-13,1.435,99.78,0.450899,0.450899,1,10,-450.899,10,100.0,2015-08-21,38.0,1445.0,4.0,0.005025916,1.0,47257.811349780226,4499.070222,,,,,
exit,2015-07-16,JNJ,,1.78,100.42,,,1,10,,10,,,,,,,,,,hpr_limit_exit,3.0,3.0,-62.141660940000264,71.90070094000001
enter,2015-07-21,MSFT,2015-07-20,1.315,47.28,-0.477916,0.477916,-1,-4,191.1664,4,47.5,2015-08-28,38.0,530.0,24.0,-0.00204127,-1.0,47260.449528672725,2259.5868480000004,,,,,
exit,2015-07-22,MSFT,,0.96,45.54,,,-1,-4,,4,,,,,,,,,,stop_loss,2.0,2.0,-224.83443830400046,16.267590304000002
enter,2015-08-04,DIS,2015-08-03,2.675,121.69,-0.492314,0.492314,-1,-2,98.4628,2,122.0,2015-09-04,31.0,537.0,23.0,-0.0010229591,-1.0,47250.906315303924,5990.969066,,,,,
exit,2015-08-06,DIS,,2.675,121.69,,,-1,-2,,2,,,,,,,,,,hpr_limit_exit,3.0,3.0,-18.690969066,18.690969066
enter,2015-10-16,GE,2015-10-15,0.625,28.98,0.498226,0.498226,1,32,-1594.3232,32,29.0,2015-11-20,35.0,2032.0,3.0,0.008292681,1.0,47250.906315303924,1443.858948,,,,,
exit,2015-10-20,GE,,0.625,28.98,,,1,32,,32,,,,,,,,,,hpr_limit_exit,3.0,3.0,-95.101743168,95.101743168
enter,2015-10-22,AMZN,2015-10-21,33.95,563.91,0.523071,0.523071,1,1,-52.3071,1,565.0,2015-12-18,57.0,3396.0000000000005,6.0,0.0060990285,1.0,47250.906315303924,29496.496761,,,,,
exit,2015-10-23,AMZN,,23.75,599.03,,,1,1,,1,,,,,,,,,,stop_loss,2.0,2.0,-2893.8942928460006,63.935924846000006
enter,2015-12-16,ORCL,2015-12-15,1.22,38.91,-0.498985,0.498985,-1,-24,1197.5639999999999,24,39.0,2016-01-15,30.0,2952.0,29.0,-0.0023760311,-1.0,47108.0435058934,1941.5506349999998,,,,,
exit,2015-12-18,ORCL,,1.22,38.91,,,-1,-24,,24,,,,,,,,,,hpr_limit_exit,3.0,3.0,-105.85860762,105.85860762
enter,2016-01-19,BAC,2016-01-15,0.755,14.24,-0.583896,0.583896,-1,-45,2627.5319999999997,45,14.0,2016-02-19,31.0,3442.5,29.0,-0.0039373934,-0.4011548801515587,37795.24309356216,831.467904,,,,,
exit,2016-01-20,BAC,,0.815,13.69,,,-1,-45,,45,,,,,,,,,,stop_loss,2.0,2.0,-1814.9359386825013,135.8862636825
enter,2016-01-22,GE,2016-01-21,0.9650000000000001,28.24,-0.540412,0.540412,-1,-30,1621.236,30,28.0,2016-03-18,56.0,2925.0000000000005,25.0,-0.0014252122,-1.0,47022.26391625052,1526.123488,,,,,
exit,2016-01-26,GE,,0.89,28.04,,,-1,-30,,30,,,,,,,,,,hpr_limit_exit,3.0,3.0,-191.0968722599987,105.19427226
enter,2016-02-02,GILD,2016-02-01,4.4,82.705,0.534724,0.534724,1,3,-160.4172,3,82.5,2016-03-18,45.0,1323.0000000000002,3.0,0.004013699,0.5813938572348455,47017.254783427525,4422.434842,,,,,
enter,2016-02-02,PFE,2016-02-01,0.815,30.14,-0.473844,0.473844,-1,-27,1279.3788,27,30.0,2016-03-18,45.0,2227.5,24.0,-0.0013143867,-0.4186061427651545,39363.42333659421,1428.165816,,,,,
exit,2016-02-04,GILD,,4.4,82.705,,,1,3,,3,,,,,,,,,,hpr_limit_exit,3.0,3.0,-36.033652263,36.033652263
exit,2016-02-04,PFE,,0.91,29.0,,,-1,-27,,27,,,,,,,,,,stop_loss,3.0,3.0,-1950.0854949000009,96.4543869
enter,2016-02-09,DIS,2016-02-08,4.25,92.32,-0.517854,0.517854,-1,-4,207.1416,4,92.5,2016-03-18,38.0,1704.0,26.0,-0.001575456,-1.0,46931.417022112524,4780.828128,,,,,
exit,2016-02-11,DIS,,4.25,92.32,,,-1,-4,,4,,,,,,,,,,hpr_limit_exit,3.0,3.0,-47.561656256,47.561656256
enter,2016-02-23,HD,2016-02-22,3.75,124.53,0.475865,0.475865,1,7,-333.1055,7,125.0,2016-04-15,52.0,2632.0,5.0,0.0037702913,1.0,46931.417022112524,5925.946845,,,,,
exit,2016-02-25,HD,,3.75,124.53,,,1,7,,7,,,,,,,,,,hpr_limit_exit,3.0,3.0,-80.2408139575,80.2408139575
enter,2016-04-13,JPM,2016-04-12,1.295,61.79,-0.489674,0.489674,-1,-1,48.9674,1,62.0,2016-05-13,30.0,130.5,25.0,-0.003988602,-1.0,46931.417022112524,3025.6956459999997,,,,,
exit,2016-04-15,JPM,,1.295,61.79,,,-1,-1,,1,,,,,,,,,,hpr_limit_exit,3.0,3.0,-5.102847822999999,5.102847822999999
enter,2016-04-19,JNJ,2016-04-18,1.52,112.68,0.480469,0.480469,1,1,-48.0469,1,113.0,2016-05-20,31.0,153.0,4.0,0.002367802,0.1727236301752621,16212.329434656729,5413.9246920000005,,,,,
enter,2016-04-19,INTC,2016-04-18,0.87,31.6,0.510874,0.510874,1,7,-357.6118,7,31.5,2016-05-20,31.0,616.0,2.0,0.0025239391,0.1824783317082643,17127.93336579986,1614.3618400000003,,,,,
