date,ticker,signal,pred_rank,y_pred,y_true,K,execution_date_note
2021-06-21,WMT,1,1,-0.00066364557,0.0046081347,3,execute_at_open_t+1
2021-06-21,JNJ,1,2,-0.0007626191,-0.0013436758,3,execute_at_open_t+1
2021-06-21,BRK_B,1,3,-0.001163017,-0.00064979604,3,execute_at_open_t+1
2021-06-22,GE,1,1,0.0001402814,-0.006158603,3,execute_at_open_t+1
2021-06-22,JNJ,1,2,-0.00019333698,-0.006068984,3,execute_at_open_t+1
2021-06-22,IBM,1,3,-0.00039340835,-0.012028877,3,execute_at_open_t+1
2021-06-23,IBM,1,1,0.0005070949,0.0057231667,3,execute_at_open_t+1
2021-06-23,JNJ,1,2,0.0004726788,0.004539885,3,execute_at_open_t+1
2021-06-23,GE,1,3,0.00043654535,0.01532597,3,execute_at_open_t+1
2021-06-24,JNJ,1,1,9.457022e-05,0.0051285294,3,execute_at_open_t+1
2021-06-24,IBM,1,2,-0.00024476647,0.009579929,3,execute_at_open_t+1
2021-06-24,BRK_B,1,3,-0.0003813682,0.010435756,3,execute_at_open_t+1
2021-06-25,GE,1,1,-0.00023137592,-0.020730108,3,execute_at_open_t+1
2021-06-25,AAPL,1,2,-0.00038502645,0.0124679655,3,execute_at_open_t+1
2021-06-25,MSFT,1,3,-0.00041988958,0.01386465,3,execute_at_open_t+1
2021-06-28,CVX,1,1,0.0013408195,-0.0022142006,3,execute_at_open_t+1
2021-06-28,XOM,1,2,0.0013293307,-0.006208728,3,execute_at_open_t+1
2021-06-28,GE,1,3,0.0007600207,0.015396763,3,execute_at_open_t+1
2021-06-29,XOM,1,1,0.0008612927,0.007319046,3,execute_at_open_t+1
2021-06-29,CVX,1,2,0.0007023243,0.009400548,3,execute_at_open_t+1
2021-06-29,JNJ,1,3,0.00018932484,0.0043191356,3,execute_at_open_t+1
2021-06-30,XOM,1,1,-7.845089e-05,0.0028494557,3,execute_at_open_t+1
2021-06-30,JNJ,1,2,-0.00029204506,0.007378322,3,execute_at_open_t+1
2021-06-30,CVX,1,3,-0.00031164102,0.013937177,3,execute_at_open_t+1
2021-07-01,IBM,1,1,-0.00010624714,-0.04755829,3,execute_at_open_t+1
2021-07-01,XOM,1,2,-0.00037499703,-0.0014237129,3,execute_at_open_t+1
2021-07-01,GOOGL,1,3,-0.00043348875,0.022713752,3,execute_at_open_t+1
2021-07-02,GE,1,1,0.00024922378,-0.03348867,3,execute_at_open_t+1
2021-07-02,BRK_B,1,2,0.00017127022,-0.006469723,3,execute_at_open_t+1
2021-07-02,XOM,1,3,5.9928745e-05,-0.028908389,3,execute_at_open_t+1
2021-07-06,XOM,1,1,0.001558099,-0.015766462,3,execute_at_open_t+1
2021-07-06,GE,1,2,0.0015202146,0.004633213,3,execute_at_open_t+1
2021-07-06,CVX,1,3,0.00080840196,-0.010245595,3,execute_at_open_t+1
2021-07-07,XOM,1,1,0.0013132282,-0.0044794767,3,execute_at_open_t+1
